county,sub_name,item,season,yield
MOMBASA,CHANGAMWE,Maize,Long Rains,1.214774166
MOMBASA,JOMVU,Maize,Long Rains,1.86234795
MOMBASA,KISAUNI,Maize,Short Rains,3.334722362
MOMBASA,LIKONI,Maize,Short Rains,2.41929316
MOMBASA,MVITA,Maize,Long Rains,1.117335537
MOMBASA,NYALI,Maize,Long Rains,0.957993788
MOMBASA,CHANGAMWE,Maize,Long Rains,1.214774166
MOMBASA,JOMVU,Maize,Long Rains,1.86234795
MOMBASA,KISAUNI,Maize,Long Rains,3.334722362
MOMBASA,LIKONI,Maize,Long Rains,2.41929316
MOMBASA,MVITA,Maize,Long Rains,1.117335537
MOMBASA,NYALI,Maize,Short Rains,0.957993788
KWALE,KINANGO,Maize,Short Rains,25.98889582
KWALE,LUNGALUNGA,Maize,Short Rains,12.1261842
KWALE,MATUGA,Maize,Short Rains,14.7475227
KWALE,MSAMBWENI,Maize,Short Rains,6.5789937
KWALE,SAMBURU,Maize,Short Rains,18.192457
KILIFI,CHONYI,Maize,Long Rains,8.21511149
KILIFI,GANZE,Maize,Long Rains,14.562424
KILIFI,KALOLENI,Maize,Long Rains,27.4712831
KILIFI,KAUMA,Maize,Long Rains,16.8283371
KILIFI,KILIFI NORTH,Maize,Long Rains,14.9694424
KILIFI,KILIFI SOUTH,Maize,Long Rains,9.85377496
KILIFI,MAGARINI,Maize,Long Rains,1.547415
KILIFI,MALINDI,Maize,Long Rains,3.57129455
KILIFI,RABAI,Maize,Long Rains,24.934469
TANA.RIVER,TANA DELTA,Maize,Long Rains,2.5647276
TANA.RIVER,TANA NORTH,Maize,Short Rains,0.889437848
TANA.RIVER,TANA RIVER,Maize,Short Rains,0.999389863
LAMU,LAMU EAST,Maize,Short Rains,9.395735599
LAMU,LAMU WEST,Maize,Short Rains,4.582529168
LAMU,TAITA TAVETA,Maize,Long Rains,2.1234812
LAMU,MWATATE,Maize,Long Rains,5.9588768
LAMU,TAITA,Maize,Long Rains,3.39721774
LAMU,TAVETA,Maize,Long Rains,0.939698186
LAMU,VOI,Maize,Long Rains,5.66723334
GARISSA,BALAMBALA,Maize,Short Rains,0.6215113
GARISSA,DADAAB,Maize,Short Rains,1.22843842
GARISSA,FAFI,Maize,Short Rains,0.725457735
GARISSA,GARISSA,Maize,Short Rains,0.4988945
GARISSA,HULUGHO,Maize,Short Rains,0.93572139
GARISSA,IJARA,Maize,Short Rains,0.63275873
GARISSA,LAGDERA,Maize,Short Rains,0.25683647
WAJIR,BUNA,Maize,Short Rains,2.18595773
WAJIR,ELDAS,Maize,Short Rains,1.4357871
WAJIR,HABASWEIN,Maize,Short Rains,0.976771374
WAJIR,TARBAJ,Maize,Short Rains,0.52484977
WAJIR,WAJIR EAST,Maize,Short Rains,0.736572432
WAJIR,WAJIR NORTH,Maize,Long Rains,1.1654176
WAJIR,WAJIR SOUTH,Maize,Short Rains,1.1772852
WAJIR,WAJIR WEST,Maize,Short Rains,1.46926641
MANDERA,BANISA,Maize,Short Rains,1.691337181
MANDERA,KOTULO,Maize,Short Rains,1.31699367
MANDERA,LAFEY,Maize,Short Rains,1.491979698
MANDERA,MANDERA CENTRAL,Maize,Short Rains,1.63256655
MANDERA,MANDERA EAST,Maize,Long Rains,0.93495
MANDERA,MANDERA NORTH,Maize,Long Rains,1.9291986
MARSABIT,LOIYANGALANI,Maize,Long Rains,4.7682386
MARSABIT,MARSABIT CENTRAL,Maize,Long Rains,5.37686621
MARSABIT,MARSABIT NORTH,Maize,Long Rains,16.6417724
MARSABIT,MARSABIT SOUTH,Maize,Long Rains,0.9538364
MARSABIT,MOYALE,Maize,Long Rains,4.134135715
MARSABIT,NORTH HORR,Maize,Long Rains,0.255693316
SOLOLO,ISIOLO,Maize,Long Rains,0.7653932
SOLOLO,GARBATULLA,Maize,Long Rains,0.61366131
SOLOLO,ISIOLO,Maize,Long Rains,0.86928899
SOLOLO,MERTI,Maize,Long Rains,1.2614264
MERU,BUURI EAST,Maize,Long Rains,2.32895823
MERU,BUURI WEST,Maize,Long Rains,1.328158114
MERU,IGEMBE CENTRAL,Maize,Long Rains,5.21772755
MERU,IGEMBE NORTH,Maize,Long Rains,18.7669817
MERU,IGEMBE SOUTH,Maize,Long Rains,1.96595745
MERU,IMENTI NORTH,Maize,Long Rains,1.8788632
MERU,IMENTI SOUTH,Maize,Long Rains,1.19987822
MERU,MERU CENTRAL,Maize,Long Rains,1.432592497
MERU,TIGANIA CENTRAL,Maize,Long Rains,2.463285952
MERU,TIGANIA EAST,Maize,Long Rains,4.9381433
MERU,TIGANIA WEST,Maize,Long Rains,5.28947285
MERU,MT  KENYA FOREST,Maize,Long Rains,3.81173374
THARAKA..NITHI,IGAMBANGOMBE,Maize,Long Rains,3.17624747
THARAKA..NITHI,MAARA,Maize,Long Rains,2.17867148
THARAKA..NITHI,MERU SOUTH,Maize,Long Rains,5.291837
THARAKA..NITHI,THARAKA NORTH,Maize,Long Rains,3.918292974
THARAKA..NITHI,THARAKA SOUTH,Maize,Long Rains,2.25412515
THARAKA..NITHI,MT  KENYA FOREST,Maize,Long Rains,0.833333333
EMBU,EMBU EAST,Maize,Long Rains,4.19683425
EMBU,EMBU NORTH,Maize,Long Rains,2.726366791
EMBU,EMBU WEST,Maize,Long Rains,3.8655146
EMBU,MBEERESOUTH,Maize,Long Rains,4.199135
EMBU,MBEERE NORTH,Maize,Short Rains,3.97469929
KITUI,IKUTHA,Maize,Long Rains,7.18559356
KITUI,KATULANI,Maize,Long Rains,11.64976
KITUI,KISASI,Maize,Long Rains,14.9558553
KITUI,KITUI CENTRAL,Maize,Long Rains,11.6233244
KITUI,KITUI WEST,Maize,Long Rains,19.13159171
KITUI,KYUSO,Maize,Long Rains,6.199597367
KITUI,LOWER YATTA,Maize,Long Rains,6.7615292
KITUI,MATINYANI,Maize,Long Rains,9.6594655
KITUI,MIGWANI,Maize,Long Rains,17.7113174
KITUI,MUMONI,Maize,Long Rains,9.796118783
KITUI,MUTITU,Maize,Long Rains,8.17683435
KITUI,MUTITU NORTH,Maize,Short Rains,14.718745
KITUI,MUTOMO,Maize,Short Rains,9.8658128
KITUI,MWINGI CENTRAL,Maize,Short Rains,7.45816471
KITUI,MWINGI EAST,Maize,Short Rains,1.64385745
KITUI,NZAMBANI,Maize,Short Rains,7.93278465
KITUI,THAGICU,Maize,Short Rains,2.17175291
KITUI,TSEIKURU,Maize,Short Rains,2.54739111
MACHAKOS,ATHI RIVER,Maize,Short Rains,2.1135586
MACHAKOS,KALAMA,Maize,Short Rains,8.9499326
MACHAKOS,KANGUNDO,Maize,Long Rains,6.843533481
MACHAKOS,KATHIANI,Maize,Long Rains,3.2157725
MACHAKOS,MACHAKOS,Maize,Long Rains,5.3925285
MACHAKOS,MASINGA,Maize,Long Rains,7.623192641
MACHAKOS,MATUNGULU,Maize,Long Rains,4.83783949
MACHAKOS,MWALA,Maize,Long Rains,8.61187634
MACHAKOS,YATTA,Maize,Long Rains,3.848593442
MAKUENI,KATHONZWENI,Maize,Long Rains,7.158411275
MAKUENI,KIBWEZI,Maize,Long Rains,5.162898694
MAKUENI,KILUNGU,Maize,Long Rains,2.781829845
MAKUENI,MAKINDU,Maize,Long Rains,4.59498751
MAKUENI,MAKUENI,Maize,Long Rains,4.5191447
MAKUENI,MBOONI EAST,Maize,Long Rains,6.459239759
MAKUENI,MBOONI WEST,Maize,Long Rains,2.82267179
MAKUENI,MUKAA,Maize,Long Rains,7.4119847
MAKUENI,NZAUI,Maize,Long Rains,3.99174922
NYANDARUA,KINANGOP,Maize,Long Rains,9.4352563
NYANDARUA,NYANDARUA SOUTH,Maize,Long Rains,27.3938711
NYANDARUA,MIRANGINE,Maize,Long Rains,18.191292
NYANDARUA,KIPIPIRI,Maize,Long Rains,5.13354229
NYANDARUA,NYANDARUA CENTRAL,Maize,Long Rains,27.15951782
NYANDARUA,NYANDARUA WEST,Maize,Long Rains,2.5662644
NYANDARUA,NYANDARUA NORTH,Maize,Long Rains,5.53624664
NYERI,TETU,Maize,Long Rains,9.59647495
NYERI,KIENI EAST,Maize,Long Rains,1.165129475
NYERI,KIENI WEST,Maize,Long Rains,2.39563719
NYERI,MATHIRA EAST,Maize,Long Rains,1.838134898
NYERI,MATHIRA WEST,Maize,Long Rains,2.71359123
NYERI,NYERI SOUTH,Maize,Long Rains,6.387768739
NYERI,MUKURWEINI,Maize,Long Rains,5.78219934
NYERI,NYERI CENTRAL,Maize,Long Rains,4.319165986
NYERI,MT  KENYA FOREST,Maize,Long Rains,0.54598387
NYERI,ABERDARE FOREST,Maize,Long Rains,0.5
KIRINYAGA,KIRINYAGA CENTRAL,Maize,Long Rains,1.72782337
KIRINYAGA,KIRINYAGA EAST,Maize,Long Rains,1.64694238
KIRINYAGA,KIRINYAGA WEST,Maize,Long Rains,2.17436664
KIRINYAGA,MWEA EAST,Maize,Long Rains,0.95952462
KIRINYAGA,MWEA WEST,Maize,Long Rains,0.814623117
KIRINYAGA,MURANGA,Maize,Long Rains,6.6366751
KIRINYAGA,MURANGA EAST,Maize,Long Rains,5.634426363
KIRINYAGA,KANGEMA,Maize,Short Rains,12.7743717
KIRINYAGA,MATHIOYA,Maize,Short Rains,8.1529519
KIRINYAGA,KAHURO,Maize,Short Rains,9.8238794
KIRINYAGA,MURANGA SOUTH,Maize,Short Rains,4.48825154
KIRINYAGA,GATANGA,Maize,Short Rains,6.1771291
KIRINYAGA,KIGUMO,Maize,Short Rains,9.917112728
KIRINYAGA,KANDARA,Maize,Short Rains,6.31738955
KIAMBU,GATUNDU NORTH,Maize,Short Rains,7.275157525
KIAMBU,GATUNDU SOUTH,Maize,Short Rains,9.949348329
KIAMBU,GITHUNGURI,Maize,Short Rains,5.424612
KIAMBU,JUJA,Maize,Short Rains,1.9143419
KIAMBU,KABETE,Maize,Short Rains,1.53245826
KIAMBU,KIAMBAA,Maize,Short Rains,3.7287398
KIAMBU,KIAMBU,Maize,Short Rains,3.5426767
KIAMBU,KIKUYU,Maize,Short Rains,5.67328838
KIAMBU,LARI,Maize,Short Rains,4.891737712
KIAMBU,LIMURU,Maize,Short Rains,5.287332369
KIAMBU,RUIRU,Maize,Short Rains,1.55535452
KIAMBU,THIKA EAST,Maize,Short Rains,1.8547557
KIAMBU,THIKA WEST,Maize,Short Rains,1.775426843
TURKANA,KIBISH,Maize,Short Rains,0.64131372
TURKANA,LOIMA,Maize,Short Rains,0.821239645
TURKANA,TURKANA CENTRAL,Maize,Short Rains,0.8411759
TURKANA,TURKANA EAST,Maize,Short Rains,1.924897
TURKANA,TURKANA NORTH,Maize,Short Rains,0.54863215
TURKANA,TURKANA SOUTH,Maize,Short Rains,1.194832433
TURKANA,TURKANA WEST,Maize,Short Rains,1.67774722
WEST.POKOT,KIPKOMO,Maize,Short Rains,2.411714
WEST.POKOT,POKOT CENTRAL,Maize,Short Rains,2.6882968
WEST.POKOT,POKOT NORTH,Maize,Short Rains,17.77726649
WEST.POKOT,POKOT SOUTH,Maize,Short Rains,3.4779197
WEST.POKOT,WEST POKOT,Maize,Short Rains,9.31181382
SAMBURU,SAMBURU CENTRAL,Maize,Short Rains,12.2999629
SAMBURU,SAMBURU EAST,Maize,Short Rains,1.4956667
SAMBURU,SAMBURU NORTH,Maize,Short Rains,0.86641723
TRANS.NZOIA,TRANS NZOIA WEST,Maize,Short Rains,7.6432621
TRANS.NZOIA,TRANS NZOIA EAST,Maize,Short Rains,1.89359431
TRANS.NZOIA,KWANZA,Maize,Short Rains,1.2821467
TRANS.NZOIA,ENDEBESS,Maize,Short Rains,4.82718138
TRANS.NZOIA,KIMININI,Maize,Short Rains,1.71744628
UASIN.GISHU,AINABKOI,Maize,Long Rains,8.85524629
UASIN.GISHU,KAPSERET,Maize,Long Rains,8.13397612
UASIN.GISHU,KESSES,Maize,Long Rains,12.233176
UASIN.GISHU,MOIBEN,Maize,Long Rains,6.9992491
UASIN.GISHU,SOY,Maize,Short Rains,1.3245763
UASIN.GISHU,TURBO,Maize,Short Rains,9.2449576
ELGEYO.MARAKWET,KEIYO NORTH,Maize,Short Rains,6.184844691
ELGEYO.MARAKWET,KEIYO SOUTH,Maize,Short Rains,6.351252515
ELGEYO.MARAKWET,MARAKWET EAST,Maize,Long Rains,1.439356225
ELGEYO.MARAKWET,MARAKWET WEST,Maize,Long Rains,3.349154172
NANDI,CHESUMEI,Maize,Long Rains,14.89186
NANDI,NANDI CENTRAL,Maize,Long Rains,14.9379818
NANDI,NANDI EAST,Maize,Long Rains,7.321272823
NANDI,NANDI NORTH,Maize,Long Rains,9.33697365
NANDI,NANDI SOUTH,Maize,Long Rains,22.43441324
NANDI,TINDERET,Maize,Long Rains,14.39446526
BARINGO,BARINGO CENTRAL,Maize,Long Rains,13.2929696
BARINGO,BARINGO NORTH,Maize,Long Rains,14.1155363
BARINGO,EAST POKOT,Maize,Long Rains,4.437665
BARINGO,KOIBATEK,Maize,Long Rains,18.6717578
BARINGO,MARIGAT,Maize,Long Rains,1.3376854
BARINGO,MOGOTIO,Maize,Long Rains,7.756754611
BARINGO,TIATY EAST,Maize,Long Rains,7.74488799
LAIKIPIA,LAIKIPIA CENTRAL,Maize,Long Rains,2.2112478
LAIKIPIA,LAIKIPIA EAST,Maize,Long Rains,2.94186481
LAIKIPIA,LAIKIPIA NORTH,Maize,Long Rains,2.281734186
LAIKIPIA,LAIKIPIA WEST,Maize,Long Rains,3.6481956
LAIKIPIA,NYAHURURU,Maize,Long Rains,3.924589598
NAKURU,GILGIL,Maize,Long Rains,1.64577677
NAKURU,KURESOI NORTH,Maize,Long Rains,34.9883441
NAKURU,KURESOI SOUTH,Maize,Long Rains,43.5447313
NAKURU,MOLO,Maize,Long Rains,24.336215
NAKURU,NAIVASHA,Maize,Long Rains,7.458271528
NAKURU,NAKURU EAST,Maize,Long Rains,5.13687144
NAKURU,NAKURU NORTH,Maize,Long Rains,11.729298
NAKURU,NAKURU WEST,Maize,Long Rains,7.7549626
NAKURU,NJORO,Maize,Long Rains,24.4588311
NAKURU,RONGAI,Maize,Long Rains,8.253296749
NAKURU,SUBUKIA,Maize,Long Rains,3.2974487
NAROK,NAROK EAST,Maize,Long Rains,7.224883478
NAROK,NAROK NORTH,Maize,Long Rains,8.257772377
NAROK,NAROK SOUTH,Maize,Long Rains,3.27875949
NAROK,NAROK WEST,Maize,Long Rains,11.3857622
NAROK,TRANS MARA EAST,Maize,Long Rains,28.765187
NAROK,TRANS MARA WEST,Maize,Long Rains,23.99631653
KAJIADO,ISINYA,Maize,Long Rains,1.21261758
KAJIADO,KAJIADO CENTRAL,Maize,Long Rains,2.351842936
KAJIADO,KAJIADO NORTH,Maize,Long Rains,2.196359224
KAJIADO,KAJIADO WEST,Maize,Long Rains,1.596133127
KAJIADO,LOITOKITOK,Maize,Short Rains,1.2988739
KAJIADO,MASHUURU,Maize,Short Rains,2.372458432
KERICHO,BELGUT,Maize,Short Rains,19.7421114
KERICHO,BURETI,Maize,Short Rains,23.31719217
KERICHO,KERICHO EAST,Maize,Short Rains,17.59493131
KERICHO,KIPKELION,Maize,Short Rains,12.7872819
KERICHO,LONDIANI,Maize,Short Rains,21.97175496
KERICHO,SOIN SIGOWET,Maize,Short Rains,21.14222768
BOMET,BOMET EAST,Maize,Short Rains,18.34442346
BOMET,CHEPALUNGU,Maize,Short Rains,13.7518865
BOMET,KONOIN,Maize,Short Rains,28.289671
BOMET,SOTIK,Maize,Short Rains,34.34982
BOMET,BOMET CENTRAL,Maize,Short Rains,24.115935
KAKAMEGA,BUTERE,Maize,Short Rains,3.7829122
KAKAMEGA,KAKAMEGA CENTRAL,Maize,Short Rains,17.3511775
KAKAMEGA,KAKAMEGA EAST,Maize,Short Rains,21.28737798
KAKAMEGA,KAKAMEGA NORTH,Maize,Short Rains,2.57752292
KAKAMEGA,KAKAMEGA SOUTH,Maize,Short Rains,32.13584881
KAKAMEGA,KHWISERO,Maize,Short Rains,21.9964486
KAKAMEGA,LIKUYANI,Maize,Short Rains,12.31585112
KAKAMEGA,LUGARI,Maize,Short Rains,2.81878647
KAKAMEGA,MATETE,Maize,Short Rains,24.498932
KAKAMEGA,MATUNGU,Maize,Short Rains,22.5176459
KAKAMEGA,MUMIAS EAST,Maize,Short Rains,18.27151694
KAKAMEGA,MUMIAS WEST,Maize,Short Rains,28.6565154
KAKAMEGA,NAVAKHOLO,Maize,Short Rains,31.25757145
VIHIGA,EMUHAYA,Maize,Short Rains,25.31266142
VIHIGA,VIHIGA,Maize,Short Rains,24.51578899
VIHIGA,SABATIA,Maize,Short Rains,25.19198724
VIHIGA,LUANDA,Maize,Short Rains,18.86794482
VIHIGA,HAMISI,Maize,Short Rains,26.42451932
BUNGOMA,BUMULA,Maize,Short Rains,26.63988149
BUNGOMA,BUNGOMA CENTRAL,Maize,Short Rains,14.2439377
BUNGOMA,BUNGOMA EAST,Maize,Short Rains,14.39778425
BUNGOMA,BUNGOMA NORTH,Maize,Short Rains,17.4943761
BUNGOMA,BUNGOMASOUTH,Maize,Short Rains,16.3591785
BUNGOMA,CHEPTAIS,Maize,Short Rains,6.578292931
BUNGOMA,KIMILILI,Maize,Short Rains,1.77356953
BUNGOMA,MT  ELGON,Maize,Short Rains,1.14588
BUNGOMA,BUNGOMA WEST,Maize,Short Rains,22.7344783
BUNGOMA,TONGAREN,Maize,Short Rains,19.3179732
BUNGOMA,WEBUYE WEST,Maize,Short Rains,16.9258889
BUSIA,BUNYALA,Maize,Short Rains,3.568147
BUSIA,BUSIA,Maize,Long Rains,16.98815939
BUSIA,BUTULA,Maize,Long Rains,25.97957554
BUSIA,NAMBALE,Maize,Short Rains,28.4918915
BUSIA,SAMIA,Maize,Long Rains,2.29864172
BUSIA,TESO NORTH,Maize,Short Rains,24.8999764
BUSIA,TESO SOUTH,Maize,Short Rains,28.3648747
SIAYA,SIAYA,Maize,Short Rains,12.76164938
SIAYA,GEM,Maize,Short Rains,24.19848621
SIAYA,UGENYA,Maize,Long Rains,26.6762365
SIAYA,UGUNJA,Maize,Short Rains,22.445551
SIAYA,BONDO,Maize,Long Rains,9.979553239
SIAYA,RARIEDA,Maize,Short Rains,9.46443442
KISUMU,KISUMU EAST,Maize,Long Rains,5.2475683
KISUMU,KISUMU CENTRAL,Maize,Long Rains,1.829647591
KISUMU,KISUMU WEST,Maize,Short Rains,13.18252487
KISUMU,SEME,Maize,Short Rains,16.81674958
KISUMU,MUHORONI,Maize,Short Rains,4.1287412
KISUMU,NYANDO,Maize,Short Rains,2.389142888
KISUMU,NYAKACH,Maize,Short Rains,8.74753294
HOMA.BAY,HOMA BAY,Maize,Long Rains,7.541856
HOMA.BAY,NDHIWA,Maize,Long Rains,24.3416969
HOMA.BAY,RACHUONYO NORTH,Maize,Short Rains,8.4168591
HOMA.BAY,RACHUONYO EAST,Maize,Long Rains,3.73942191
HOMA.BAY,RACHUONYO SOUTH,Maize,Long Rains,22.63584
HOMA.BAY,RANGWE,Maize,Short Rains,9.818996737
HOMA.BAY,SUBA NORTH,Maize,Short Rains,6.37961381
HOMA.BAY,SUBA SOUTH,Maize,Short Rains,13.19559126
MIGORI,AWENDO,Maize,Short Rains,27.5368629
MIGORI,KURIA EAST,Maize,Long Rains,2.1223556
MIGORI,KURIA WEST,Maize,Long Rains,26.8866769
MIGORI,NYATIKE,Maize,Long Rains,6.51343896
MIGORI,RONGO,Maize,Short Rains,3.89539899
MIGORI,SUNA EAST,Maize,Short Rains,29.12716432
MIGORI,SUNA WEST,Maize,Short Rains,22.678585
MIGORI,URIRI,Maize,Long Rains,24.6949435
KISII,ETAGO,Maize,Long Rains,29.94571656
KISII,GUCHA,Maize,Long Rains,31.72267146
KISII,GUCHASOUTH,Maize,Long Rains,25.8391835
KISII,KENYENYA,Maize,Long Rains,33.93217985
KISII,KISII CENTRAL,Maize,Long Rains,2.4958728
KISII,KISII SOUTH,Maize,Long Rains,16.72429736
KISII,KITUTU CENTRAL,Maize,Short Rains,2.9271964
KISII,MARANI,Maize,Short Rains,33.52271321
KISII,MASABA SOUTH,Maize,Short Rains,21.46686711
KISII,NYAMACHE,Maize,Short Rains,13.542591
KISII,SAMETA,Maize,Short Rains,29.89222229
NYAMIRA,BORABU,Maize,Long Rains,18.664485
NYAMIRA,MANGA,Maize,Long Rains,19.1234118
NYAMIRA,MASABANORTH,Maize,Long Rains,24.5283546
NYAMIRA,NYAMIRA NORTH,Maize,Long Rains,3.32654182
NYAMIRA,NYAMIRA SOUTH,Maize,Long Rains,24.131836
NAIROBI,DAGORETTI,Maize,Long Rains,1.799118
NAIROBI,EMBAKASI,Maize,Long Rains,0.9831566
NAIROBI,KAMUKUNJI,Maize,Long Rains,0.78671339
NAIROBI,KASARANI,Maize,Long Rains,1.19632365
NAIROBI,KIBRA,Maize,Long Rains,1.149138133
NAIROBI,LANGATA,Maize,Long Rains,0.95469867
NAIROBI,MAKADARA,Maize,Long Rains,1.1834356
NAIROBI,MATHARE,Maize,Long Rains,1.2368216
NAIROBI,NJIRU,Maize,Long Rains,1.41492193
NAIROBI,STAREHE,Maize,Long Rains,1.133788968
NAIROBI,WESTLANDS,Maize,Long Rains,1.13895331
KWALE,KINANGO,Sorghum,Long Rains,1.14255111
KWALE,LUNGALUNGA,Sorghum,Long Rains,0.2147584
KWALE,MATUGA,Sorghum,Long Rains,0.23534297
KWALE,MSAMBWENI,Sorghum,Long Rains,0.123842698
KWALE,SAMBURU,Sorghum,Long Rains,0.981414267
KILIFI,CHONYI,Sorghum,Long Rains,0.173918263
KILIFI,GANZE,Sorghum,Long Rains,1.263244
KILIFI,KALOLENI,Sorghum,Long Rains,0.267217452
KILIFI,KAUMA,Sorghum,Long Rains,0.262844785
KILIFI,KILIFI NORTH,Sorghum,Long Rains,0.14414448
KILIFI,KILIFI SOUTH,Sorghum,Long Rains,0.962228
KILIFI,MAGARINI,Sorghum,Long Rains,0.255181683
KILIFI,MALINDI,Sorghum,Long Rains,0.52839463
KILIFI,RABAI,Sorghum,Long Rains,0.146488498
TANA.RIVER,TANA DELTA,Sorghum,Long Rains,0.12659765
TANA.RIVER,TANA NORTH,Sorghum,Long Rains,0.37848419
TANA.RIVER,TANA RIVER,Sorghum,Long Rains,0.935167
LAMU,LAMU EAST,Sorghum,Long Rains,0.58294799
LAMU,LAMU WEST,Sorghum,Long Rains,0.27272634
LAMU,TAITA TAVETA,Sorghum,Short Rains,0.165556873
LAMU,MWATATE,Sorghum,Long Rains,0.225717354
LAMU,TAITA,Sorghum,Short Rains,0.19344385
LAMU,TAVETA,Sorghum,Short Rains,0.1146249
LAMU,VOI,Sorghum,Short Rains,0.67769283
GARISSA,BALAMBALA,Sorghum,Long Rains,0.2349571
GARISSA,DADAAB,Sorghum,Long Rains,0.56697144
GARISSA,FAFI,Sorghum,Long Rains,0.1376851
GARISSA,GARISSA,Sorghum,Long Rains,0.34286234
GARISSA,HULUGHO,Sorghum,Long Rains,0.361873756
GARISSA,IJARA,Sorghum,Long Rains,0.2873524
GARISSA,LAGDERA,Sorghum,Long Rains,0.12721459
WAJIR,BUNA,Sorghum,Long Rains,2.39487275
WAJIR,ELDAS,Sorghum,Long Rains,0.669984699
WAJIR,HABASWEIN,Sorghum,Long Rains,0.345498
WAJIR,TARBAJ,Sorghum,Long Rains,0.9845849
WAJIR,WAJIR EAST,Sorghum,Long Rains,0.32643551
WAJIR,WAJIR NORTH,Sorghum,Long Rains,0.46727961
WAJIR,WAJIR SOUTH,Sorghum,Long Rains,0.33661476
WAJIR,WAJIR WEST,Sorghum,Long Rains,0.4657297
WAJIR,MANDERA,Sorghum,Long Rains,0.57568911
MANDERA.WEST,BANISA,Sorghum,Long Rains,0.83224528
MANDERA.WEST,KOTULO,Sorghum,Long Rains,0.838753641
MANDERA.WEST,LAFEY,Sorghum,Long Rains,0.927579483
MANDERA.WEST,MANDERA CENTRAL,Sorghum,Long Rains,0.7237497
MANDERA.WEST,MANDERA EAST,Sorghum,Long Rains,0.29466355
MANDERA.WEST,MANDERA NORTH,Sorghum,Long Rains,0.3947597
MERU,BUURI EAST,Sorghum,Long Rains,0.86294456
MERU,BUURI WEST,Sorghum,Long Rains,0.2233476
MERU,IGEMBE CENTRAL,Sorghum,Long Rains,0.23313898
MERU,IGEMBE NORTH,Sorghum,Long Rains,1.427746923
MERU,IGEMBE SOUTH,Sorghum,Long Rains,0.193141232
MERU,IMENTI NORTH,Sorghum,Long Rains,0.2862984
MERU,IMENTI SOUTH,Sorghum,Long Rains,0.226313643
MERU,MERU CENTRAL,Sorghum,Long Rains,0.527655751
MERU,TIGANIA CENTRAL,Sorghum,Long Rains,0.72733122
MERU,TIGANIA EAST,Sorghum,Long Rains,0.56411245
MERU,TIGANIA WEST,Sorghum,Long Rains,1.266398
MERU,MT  KENYA FOREST,Sorghum,Long Rains,0.33831428
THARAKA..NITHI,IGAMBANGOMBE,Sorghum,Short Rains,2.172339579
THARAKA..NITHI,MAARA,Sorghum,Short Rains,0.644239678
THARAKA..NITHI,MERU SOUTH,Sorghum,Short Rains,0.6195522
THARAKA..NITHI,THARAKA NORTH,Sorghum,Short Rains,12.24982119
THARAKA..NITHI,THARAKA SOUTH,Sorghum,Short Rains,4.54644948
EMBU,EMBU EAST,Sorghum,Short Rains,0.11165855
EMBU,EMBU NORTH,Sorghum,Short Rains,0.31369552
EMBU,EMBU WEST,Sorghum,Short Rains,0.8782334
EMBU,MBEERESOUTH,Sorghum,Short Rains,1.67241714
EMBU,MBEERE NORTH,Sorghum,Short Rains,1.845212168
KITUI,IKUTHA,Sorghum,Short Rains,4.5731382
KITUI,KATULANI,Sorghum,Short Rains,2.13964942
KITUI,KISASI,Sorghum,Short Rains,6.66434323
KITUI,KITUI CENTRAL,Sorghum,Short Rains,2.429445824
KITUI,KITUI WEST,Sorghum,Short Rains,5.46246553
KITUI,KYUSO,Sorghum,Short Rains,7.3833354
KITUI,LOWER YATTA,Sorghum,Short Rains,2.86383458
KITUI,MATINYANI,Sorghum,Short Rains,2.69435
KITUI,MIGWANI,Sorghum,Short Rains,4.76245853
KITUI,MUMONI,Sorghum,Short Rains,12.45696394
KITUI,MUTITU,Sorghum,Short Rains,5.4963181
KITUI,MUTITU NORTH,Sorghum,Short Rains,8.49287119
KITUI,MUTOMO,Sorghum,Short Rains,6.539157985
KITUI,MWINGI CENTRAL,Sorghum,Short Rains,4.78833549
KITUI,MWINGI EAST,Sorghum,Short Rains,1.55714375
KITUI,NZAMBANI,Sorghum,Short Rains,2.96766428
KITUI,THAGICU,Sorghum,Short Rains,14.41145287
KITUI,TSEIKURU,Sorghum,Short Rains,1.28696914
MACHAKOS,ATHI RIVER,Sorghum,Short Rains,0.157191174
MACHAKOS,KALAMA,Sorghum,Short Rains,0.64978559
MACHAKOS,KANGUNDO,Sorghum,Short Rains,0.258961154
MACHAKOS,KATHIANI,Sorghum,Short Rains,0.8212165
MACHAKOS,MACHAKOS,Sorghum,Short Rains,0.14564923
MACHAKOS,MASINGA,Sorghum,Short Rains,1.8986595
MACHAKOS,MATUNGULU,Sorghum,Long Rains,0.17536239
MACHAKOS,MWALA,Sorghum,Long Rains,1.23311626
MACHAKOS,YATTA,Sorghum,Long Rains,0.657412811
MAKUENI,KATHONZWENI,Sorghum,Long Rains,2.836478946
MAKUENI,KIBWEZI,Sorghum,Long Rains,1.748413367
MAKUENI,KILUNGU,Sorghum,Long Rains,0.74399885
MAKUENI,MAKINDU,Sorghum,Long Rains,1.49372863
MAKUENI,MAKUENI,Sorghum,Long Rains,0.77444717
MAKUENI,MBOONI EAST,Sorghum,Long Rains,1.87655935
MAKUENI,MBOONI WEST,Sorghum,Long Rains,0.19256255
MAKUENI,MUKAA,Sorghum,Short Rains,0.66372462
