county,sub_name,item,season,yield
KAJIADO,KAJIADO CENTRAL,Green.grams,Short Rains,0.253498249
KAJIADO,KAJIADO NORTH,Green.grams,Short Rains,0.666146819
KAJIADO,KAJIADO WEST,Green.grams,Short Rains,0.367891699
KAJIADO,LOITOKITOK,Green.grams,Short Rains,0.23492254
KAJIADO,MASHUURU,Green.grams,Short Rains,0.17861569
KERICHO,BELGUT,Green.grams,Short Rains,14.2246259
KERICHO,BURETI,Green.grams,Short Rains,17.25277156
KERICHO,KERICHO EAST,Green.grams,Short Rains,1.63359895
KERICHO,KIPKELION,Green.grams,Short Rains,5.6374676
KERICHO,LONDIANI,Green.grams,Short Rains,3.483349577
KERICHO,SOIN SIGOWET,Green.grams,Short Rains,11.66533717
BOMET,BOMET EAST,Green.grams,Short Rains,0.364394818
BOMET,CHEPALUNGU,Green.grams,Short Rains,0.1384444
BOMET,KONOIN,Green.grams,Short Rains,0.537179928
BOMET,SOTIK,Green.grams,Short Rains,0.7527784
BOMET,BOMET CENTRAL,Green.grams,Short Rains,0.591239165
KAKAMEGA,BUTERE,Green.grams,Short Rains,0.971112385
KAKAMEGA,KAKAMEGA CENTRAL,Green.grams,Short Rains,0.281773139
KAKAMEGA,KAKAMEGA EAST,Green.grams,Short Rains,0.426651916
KAKAMEGA,KAKAMEGA NORTH,Green.grams,Short Rains,0.87885321
KAKAMEGA,KAKAMEGA SOUTH,Green.grams,Short Rains,0.715932369
KAKAMEGA,KHWISERO,Green.grams,Short Rains,0.42681925
KAKAMEGA,LIKUYANI,Green.grams,Short Rains,0.147741144
KAKAMEGA,LUGARI,Green.grams,Short Rains,0.42197728
KAKAMEGA,MATETE,Green.grams,Short Rains,1.37984537
KAKAMEGA,MATUNGU,Green.grams,Short Rains,0.75875333
KAKAMEGA,MUMIAS EAST,Green.grams,Short Rains,0.672934478
KAKAMEGA,MUMIAS WEST,Green.grams,Short Rains,0.81195689
KAKAMEGA,NAVAKHOLO,Green.grams,Short Rains,2.8724128
VIHIGA,EMUHAYA,Green.grams,Short Rains,0.46861691
VIHIGA,VIHIGA,Green.grams,Short Rains,0.88823587
VIHIGA,SABATIA,Green.grams,Long Rains,0.584192153
VIHIGA,LUANDA,Green.grams,Long Rains,0.37437663
VIHIGA,HAMISI,Green.grams,Short Rains,0.337461369
BUNGOMA,BUMULA,Green.grams,Long Rains,1.269999343
BUNGOMA,BUNGOMA CENTRAL,Green.grams,Short Rains,2.9788199
BUNGOMA,BUNGOMA EAST,Green.grams,Short Rains,0.9617799
BUNGOMA,BUNGOMA NORTH,Green.grams,Short Rains,0.62141823
BUNGOMA,BUNGOMASOUTH,Green.grams,Short Rains,1.12788312
BUNGOMA,CHEPTAIS,Green.grams,Long Rains,0.3343288
BUNGOMA,KIMILILI,Green.grams,Short Rains,0.816697142
BUNGOMA,MT  ELGON,Green.grams,Long Rains,0.9696881
BUNGOMA,BUNGOMA WEST,Green.grams,Short Rains,3.955125799
BUNGOMA,TONGAREN,Green.grams,Long Rains,0.333385224
BUNGOMA,WEBUYE WEST,Green.grams,Long Rains,2.427165245
BUSIA,BUNYALA,Green.grams,Short Rains,0.23241915
BUSIA,BUSIA,Green.grams,Short Rains,0.744431497
BUSIA,BUTULA,Green.grams,Short Rains,0.968764834
BUSIA,NAMBALE,Green.grams,Short Rains,1.4861591
BUSIA,SAMIA,Green.grams,Short Rains,1.258515786
BUSIA,TESO NORTH,Green.grams,Long Rains,2.1471639
BUSIA,TESO SOUTH,Green.grams,Long Rains,1.853415477
SIAYA,SIAYA,Green.grams,Short Rains,3.57497453
SIAYA,GEM,Green.grams,Long Rains,15.4987736
SIAYA,UGENYA,Green.grams,Long Rains,1.1945934
SIAYA,UGUNJA,Green.grams,Short Rains,9.44943689
SIAYA,BONDO,Green.grams,Short Rains,1.172119212
SIAYA,RARIEDA,Green.grams,Short Rains,1.23677646
KISUMU,KISUMU EAST,Green.grams,Short Rains,1.59155233
KISUMU,KISUMU CENTRAL,Green.grams,Long Rains,0.5721871
KISUMU,KISUMU WEST,Green.grams,Long Rains,6.46977218
KISUMU,SEME,Green.grams,Long Rains,5.3585695
KISUMU,MUHORONI,Green.grams,Short Rains,1.191647371
KISUMU,NYANDO,Green.grams,Short Rains,0.2566239
KISUMU,NYAKACH,Green.grams,Short Rains,2.949994
HOMA.BAY,HOMA BAY,Green.grams,Long Rains,2.38113347
HOMA.BAY,NDHIWA,Green.grams,Long Rains,9.4482273
HOMA.BAY,RACHUONYO NORTH,Green.grams,Long Rains,1.136849827
HOMA.BAY,RACHUONYO EAST,Green.grams,Long Rains,17.94878981
HOMA.BAY,RACHUONYO SOUTH,Green.grams,Long Rains,9.95729359
HOMA.BAY,RANGWE,Green.grams,Long Rains,2.722486884
HOMA.BAY,SUBA NORTH,Green.grams,Long Rains,0.853432289
HOMA.BAY,SUBA SOUTH,Green.grams,Short Rains,2.25596516
MIGORI,AWENDO,Green.grams,Short Rains,13.36422539
MIGORI,KURIA EAST,Green.grams,Short Rains,11.67452758
MIGORI,KURIA WEST,Green.grams,Short Rains,8.438373413
MIGORI,NYATIKE,Green.grams,Short Rains,0.411275245
MIGORI,RONGO,Green.grams,Long Rains,16.54892327
MIGORI,SUNA EAST,Green.grams,Long Rains,13.839766
MIGORI,SUNA WEST,Green.grams,Long Rains,3.27381881
MIGORI,URIRI,Green.grams,Long Rains,9.217866387
KISII,ETAGO,Green.grams,Long Rains,18.81185567
KISII,GUCHA,Green.grams,Long Rains,23.63575477
KISII,GUCHASOUTH,Green.grams,Long Rains,16.4191187
KISII,KENYENYA,Green.grams,Long Rains,26.79659726
KISII,KISII CENTRAL,Green.grams,Long Rains,17.53836934
KISII,KISII SOUTH,Green.grams,Long Rains,13.6179374
KISII,KITUTU CENTRAL,Green.grams,Long Rains,14.95135361
KISII,MARANI,Green.grams,Long Rains,25.31228378
KISII,MASABA SOUTH,Green.grams,Long Rains,17.499448
KISII,NYAMACHE,Green.grams,Long Rains,1.29224916
KISII,SAMETA,Green.grams,Long Rains,23.2993854
NYAMIRA,BORABU,Green.grams,Long Rains,14.99398428
NYAMIRA,MANGA,Green.grams,Long Rains,17.5343154
NYAMIRA,MASABANORTH,Green.grams,Long Rains,2.2596164
NYAMIRA,NYAMIRA NORTH,Green.grams,Long Rains,23.72711847
NYAMIRA,NYAMIRA SOUTH,Green.grams,Long Rains,19.943617
MOMBASA,CHANGAMWE,Bananas,Long Rains,0.73111482
MOMBASA,JOMVU,Bananas,Long Rains,0.6722293
MOMBASA,KISAUNI,Bananas,Long Rains,1.9715
MOMBASA,LIKONI,Bananas,Long Rains,1.359625936
MOMBASA,MVITA,Bananas,Long Rains,0.74489358
MOMBASA,NYALI,Bananas,Long Rains,0.54791731
KWALE,KINANGO,Bananas,Long Rains,3.8157328
KWALE,LUNGALUNGA,Bananas,Long Rains,3.97293841
KWALE,MATUGA,Bananas,Long Rains,6.899239376
KWALE,MSAMBWENI,Bananas,Long Rains,3.595116725
KWALE,SAMBURU,Bananas,Long Rains,2.12825336
KILIFI,CHONYI,Bananas,Long Rains,1.692748682
KILIFI,GANZE,Bananas,Long Rains,2.87959761
KILIFI,KALOLENI,Bananas,Long Rains,5.434316724
KILIFI,KAUMA,Bananas,Long Rains,2.6284459
KILIFI,KILIFI NORTH,Bananas,Short Rains,1.827932186
KILIFI,KILIFI SOUTH,Bananas,Long Rains,2.621558684
KILIFI,MAGARINI,Bananas,Short Rains,0.71899725
KILIFI,MALINDI,Bananas,Short Rains,0.63788672
KILIFI,TANA RIVER,Bananas,Short Rains,0.47885916
TANA.RIVER,TANA DELTA,Bananas,Long Rains,0.689664179
TANA.RIVER,TANA NORTH,Bananas,Long Rains,0.283863143
TANA.RIVER,TANA RIVER,Bananas,Long Rains,0.52776988
LAMU,LAMU EAST,Bananas,Long Rains,1.337349227
LAMU,LAMU WEST,Bananas,Long Rains,1.571994413
LAMU,TAITA TAVETA,Bananas,Long Rains,0.7993985
LAMU,MWATATE,Bananas,Long Rains,1.61974476
LAMU,TAITA,Bananas,Long Rains,1.9113378
LAMU,TAVETA,Bananas,Long Rains,0.5283869
LAMU,VOI,Bananas,Long Rains,0.951711678
GARISSA,BALAMBALA,Bananas,Long Rains,0.424183373
GARISSA,DADAAB,Bananas,Long Rains,0.33733319
GARISSA,FAFI,Bananas,Long Rains,0.7255872
GARISSA,GARISSA,Bananas,Long Rains,0.724434945
GARISSA,HULUGHO,Bananas,Long Rains,0.2546435
GARISSA,IJARA,Bananas,Long Rains,0.453822841
GARISSA,LAGDERA,Bananas,Long Rains,0.12721459
MANDERA,MANDERA WEST,Bananas,Long Rains,0.1386214
MANDERA,BANISA,Bananas,Long Rains,0.21518558
MANDERA,KOTULO,Bananas,Long Rains,0.28694235
MANDERA,LAFEY,Bananas,Long Rains,0.1128843
MANDERA,MANDERA CENTRAL,Bananas,Long Rains,0.36135319
MANDERA,MANDERA EAST,Bananas,Long Rains,0.64451186
MANDERA,MANDERA NORTH,Bananas,Long Rains,0.47846614
MERU,BUURI EAST,Bananas,Long Rains,0.3999872
MERU,BUURI WEST,Bananas,Long Rains,0.3291428
MERU,IGEMBE CENTRAL,Bananas,Long Rains,0.42614851
MERU,IGEMBE NORTH,Bananas,Long Rains,0.261221853
MERU,IGEMBE SOUTH,Bananas,Long Rains,0.46295529
MERU,IMENTI NORTH,Bananas,Long Rains,0.154518318
MERU,IMENTI SOUTH,Bananas,Long Rains,0.266446772
MERU,MERU CENTRAL,Bananas,Long Rains,0.352264252
MERU,TIGANIA CENTRAL,Bananas,Long Rains,0.41546368
MERU,TIGANIA EAST,Bananas,Long Rains,0.68597539
MERU,TIGANIA WEST,Bananas,Short Rains,0.5137273
MERU,MT  KENYA FOREST,Bananas,Short Rains,0.469557662
THARAKA..NITHI,IGAMBANGOMBE,Bananas,Short Rains,0.37427243
THARAKA..NITHI,MAARA,Bananas,Short Rains,0.135225199
THARAKA..NITHI,MERU SOUTH,Bananas,Short Rains,0.17434434
THARAKA..NITHI,THARAKA NORTH,Bananas,Short Rains,0.58921699
THARAKA..NITHI,THARAKA SOUTH,Bananas,Short Rains,0.2742588
EMBU,EMBU EAST,Bananas,Short Rains,0.39381472
EMBU,EMBU NORTH,Bananas,Short Rains,0.79735466
EMBU,EMBU WEST,Bananas,Short Rains,0.171958783
EMBU,MBEERESOUTH,Bananas,Short Rains,0.36455234
EMBU,MBEERE NORTH,Bananas,Short Rains,0.34799783
KITUI,IKUTHA,Bananas,Short Rains,0.51151891
KITUI,KATULANI,Bananas,Short Rains,0.59553781
KITUI,KISASI,Bananas,Short Rains,0.1234197
KITUI,KITUI CENTRAL,Bananas,Short Rains,0.1246565
KITUI,KITUI WEST,Bananas,Short Rains,0.1172269
KITUI,KYUSO,Bananas,Short Rains,0.437959
KITUI,LOWER YATTA,Bananas,Short Rains,0.59576912
KITUI,MATINYANI,Bananas,Short Rains,0.777287
KITUI,MIGWANI,Bananas,Short Rains,0.89255264
KITUI,MUMONI,Bananas,Short Rains,0.5267761
KITUI,MUTITU,Bananas,Short Rains,0.74259567
KITUI,MUTITU NORTH,Bananas,Short Rains,0.8748134
KITUI,MUTOMO,Bananas,Short Rains,0.54668
KITUI,MWINGI CENTRAL,Bananas,Short Rains,0.5271948
KITUI,MWINGI EAST,Bananas,Short Rains,0.44851914
KITUI,NZAMBANI,Bananas,Short Rains,0.93891
KITUI,THAGICU,Bananas,Short Rains,0.1847732
KITUI,TSEIKURU,Bananas,Short Rains,0.6637356
MACHAKOS,ATHI RIVER,Bananas,Short Rains,0.185475574
MACHAKOS,KALAMA,Bananas,Short Rains,0.12417367
MACHAKOS,KANGUNDO,Bananas,Short Rains,0.12316827
MACHAKOS,KATHIANI,Bananas,Short Rains,0.2337544
MACHAKOS,MACHAKOS,Bananas,Long Rains,0.22382772
MACHAKOS,MASINGA,Bananas,Long Rains,0.68854287
MACHAKOS,MATUNGULU,Bananas,Long Rains,0.94367412
MACHAKOS,MWALA,Bananas,Long Rains,0.88735969
MACHAKOS,YATTA,Bananas,Long Rains,0.52381953
MAKUENI,KATHONZWENI,Bananas,Long Rains,0.5516792
MAKUENI,KIBWEZI,Bananas,Long Rains,0.4366871
MAKUENI,KILUNGU,Bananas,Long Rains,0.344447
MAKUENI,MAKINDU,Bananas,Long Rains,0.47911233
MAKUENI,MAKUENI,Bananas,Long Rains,0.1389815
MAKUENI,MBOONI EAST,Bananas,Short Rains,0.13989312
MAKUENI,MBOONI WEST,Bananas,Short Rains,0.23675276
MAKUENI,MUKAA,Bananas,Short Rains,0.279573571
MAKUENI,NZAUI,Bananas,Short Rains,0.1649779
NYANDARUA,KINANGOP,Bananas,Short Rains,1.9927271
NYANDARUA,NYANDARUA SOUTH,Bananas,Short Rains,22.6236126
NYANDARUA,MIRANGINE,Bananas,Short Rains,9.54868934
NYANDARUA,KIPIPIRI,Bananas,Short Rains,2.92928611
NYANDARUA,NYANDARUA CENTRAL,Bananas,Short Rains,11.9432546
NYANDARUA,NYANDARUA WEST,Bananas,Short Rains,6.88557691
NYANDARUA,NYANDARUA NORTH,Bananas,Long Rains,1.554857363
NYERI,TETU,Bananas,Long Rains,6.892946792
NYERI,KIENI EAST,Bananas,Long Rains,0.145575669
NYERI,KIENI WEST,Bananas,Long Rains,0.256348255
NYERI,MATHIRA EAST,Bananas,Long Rains,1.47481125
NYERI,MATHIRA WEST,Bananas,Long Rains,2.34522424
NYERI,NYERI SOUTH,Bananas,Long Rains,4.87361511
NYERI,MUKURWEINI,Bananas,Long Rains,4.796314716
NYERI,NYERI CENTRAL,Bananas,Long Rains,2.712375274
KIRINYAGA,KIRINYAGA CENTRAL,Bananas,Long Rains,1.462178547
KIRINYAGA,KIRINYAGA EAST,Bananas,Long Rains,1.64656423
KIRINYAGA,KIRINYAGA WEST,Bananas,Long Rains,1.613454771
KIRINYAGA,MWEA EAST,Bananas,Long Rains,0.424112881
KIRINYAGA,MWEA WEST,Bananas,Long Rains,0.299617133
KIRINYAGA,MURANGA,Bananas,Long Rains,4.739695123
KIRINYAGA,MURANGA EAST,Bananas,Long Rains,3.66635795
KIRINYAGA,KANGEMA,Bananas,Long Rains,9.755697261
KIRINYAGA,MATHIOYA,Bananas,Long Rains,6.179296289
KIRINYAGA,KAHURO,Bananas,Long Rains,7.831311818
KIRINYAGA,MURANGA SOUTH,Bananas,Long Rains,2.632614147
KIRINYAGA,GATANGA,Bananas,Long Rains,4.2613136
KIRINYAGA,KIGUMO,Bananas,Long Rains,6.414731871
KIRINYAGA,KANDARA,Bananas,Long Rains,5.27277147
KIAMBU,GATUNDU NORTH,Bananas,Long Rains,6.277837245
KIAMBU,GATUNDU SOUTH,Bananas,Long Rains,8.56575737
KIAMBU,GITHUNGURI,Bananas,Long Rains,3.577886912
KIAMBU,JUJA,Bananas,Long Rains,0.67268487
KIAMBU,KABETE,Bananas,Long Rains,0.521525768
KIAMBU,KIAMBAA,Bananas,Long Rains,1.917781
KIAMBU,KIAMBU,Bananas,Long Rains,2.25556447
KIAMBU,KIKUYU,Bananas,Long Rains,1.338892472
KIAMBU,LARI,Bananas,Long Rains,1.47946311
KIAMBU,LIMURU,Bananas,Long Rains,0.597373983
KIAMBU,RUIRU,Bananas,Long Rains,0.62275449
KIAMBU,THIKA EAST,Bananas,Long Rains,0.66963631
KIAMBU,THIKA WEST,Bananas,Long Rains,0.7821595
WEST.POKOT,KIPKOMO,Bananas,Long Rains,0.115831437
WEST.POKOT,POKOT CENTRAL,Bananas,Long Rains,0.94959264
WEST.POKOT,POKOT NORTH,Bananas,Long Rains,0.24498268
WEST.POKOT,POKOT SOUTH,Bananas,Long Rains,1.772131928
WEST.POKOT,WEST POKOT,Bananas,Long Rains,0.729262611
SAMBURU,SAMBURU CENTRAL,Bananas,Long Rains,1.52366392
SAMBURU,SAMBURU EAST,Bananas,Long Rains,0.329421456
SAMBURU,SAMBURU NORTH,Bananas,Long Rains,0.1557621
TRANS.NZOIA,TRANS NZOIA WEST,Bananas,Long Rains,0.67252429
TRANS.NZOIA,TRANS NZOIA EAST,Bananas,Long Rains,0.751536111
TRANS.NZOIA,KWANZA,Bananas,Long Rains,0.556982994
TRANS.NZOIA,ENDEBESS,Bananas,Short Rains,0.339238594
TRANS.NZOIA,KIMININI,Bananas,Short Rains,0.628812586
UASIN.GISHU,AINABKOI,Bananas,Short Rains,1.395869685
UASIN.GISHU,KAPSERET,Bananas,Short Rains,0.7823523
UASIN.GISHU,KESSES,Bananas,Short Rains,2.165752356
UASIN.GISHU,MOIBEN,Bananas,Short Rains,0.61139622
UASIN.GISHU,SOY,Bananas,Short Rains,0.567758254
UASIN.GISHU,TURBO,Bananas,Short Rains,0.455232369
ELGEYO.MARAKWET,KEIYO NORTH,Bananas,Short Rains,0.55918275
ELGEYO.MARAKWET,KEIYO SOUTH,Bananas,Short Rains,1.448723367
ELGEYO.MARAKWET,MARAKWET EAST,Bananas,Short Rains,0.1835821
ELGEYO.MARAKWET,MARAKWET WEST,Bananas,Short Rains,0.642523582
NANDI,CHESUMEI,Bananas,Short Rains,1.834994245
NANDI,NANDI CENTRAL,Bananas,Short Rains,1.5546137
NANDI,NANDI EAST,Bananas,Short Rains,1.13211954
NANDI,NANDI NORTH,Bananas,Short Rains,1.592365
NANDI,NANDI SOUTH,Bananas,Short Rains,2.318635918
NANDI,TINDERET,Bananas,Short Rains,0.88496883
BARINGO,BARINGO CENTRAL,Bananas,Short Rains,0.4354349
BARINGO,BARINGO NORTH,Bananas,Short Rains,0.39933789
BARINGO,EAST POKOT,Bananas,Short Rains,0.94679177
BARINGO,KOIBATEK,Bananas,Short Rains,3.9545276
BARINGO,MARIGAT,Bananas,Short Rains,0.2265238
BARINGO,MOGOTIO,Bananas,Short Rains,0.14676997
BARINGO,TIATY EAST,Bananas,Short Rains,0.225367496
LAIKIPIA,LAIKIPIA CENTRAL,Bananas,Short Rains,0.37561378
LAIKIPIA,LAIKIPIA EAST,Bananas,Short Rains,0.33574427
LAIKIPIA,LAIKIPIA NORTH,Bananas,Short Rains,0.19671223
LAIKIPIA,LAIKIPIA WEST,Bananas,Short Rains,0.244534152
LAIKIPIA,NYAHURURU,Bananas,Short Rains,0.44233987
NAKURU,GILGIL,Bananas,Short Rains,1.363126682
NAKURU,KURESOI NORTH,Bananas,Short Rains,8.5569957
NAKURU,KURESOI SOUTH,Bananas,Short Rains,12.7892757
NAKURU,MOLO,Bananas,Short Rains,5.546319641
NAKURU,NAIVASHA,Bananas,Short Rains,1.4423777
NAKURU,NAKURU EAST,Bananas,Short Rains,0.67343443
NAKURU,NAKURU NORTH,Bananas,Short Rains,1.742411114
NAKURU,NAKURU WEST,Bananas,Short Rains,0.6866576
NAKURU,NJORO,Bananas,Short Rains,3.47728335
NAKURU,RONGAI,Bananas,Short Rains,0.47958221
NAKURU,SUBUKIA,Bananas,Short Rains,0.369833691
NAROK,NAROK EAST,Bananas,Short Rains,1.569345289
NAROK,NAROK NORTH,Bananas,Short Rains,3.167973
NAROK,NAROK SOUTH,Bananas,Short Rains,0.68868577
NAROK,NAROK WEST,Bananas,Short Rains,0.93726683
NAROK,TRANS MARA EAST,Bananas,Short Rains,3.39132272
NAROK,TRANS MARA WEST,Bananas,Short Rains,2.2526238
KAJIADO,ISINYA,Bananas,Short Rains,0.222576875
KAJIADO,KAJIADO CENTRAL,Bananas,Short Rains,0.2211882
KAJIADO,KAJIADO NORTH,Bananas,Short Rains,0.283786246
KAJIADO,KAJIADO WEST,Bananas,Short Rains,0.146343659
KAJIADO,LOITOKITOK,Bananas,Short Rains,0.14694763
KAJIADO,MASHUURU,Bananas,Short Rains,0.15262422
KERICHO,BELGUT,Bananas,Short Rains,2.378931566
KERICHO,BURETI,Bananas,Short Rains,3.599987765
KERICHO,KERICHO EAST,Bananas,Short Rains,1.5687394
KERICHO,KIPKELION,Bananas,Short Rains,1.116922629
KERICHO,LONDIANI,Bananas,Short Rains,3.77116873
KERICHO,SOIN SIGOWET,Bananas,Short Rains,0.629442781
BOMET,BOMET EAST,Bananas,Short Rains,9.677779375
BOMET,CHEPALUNGU,Bananas,Short Rains,6.66445354
BOMET,KONOIN,Bananas,Short Rains,26.3134142
BOMET,SOTIK,Bananas,Short Rains,23.459865
BOMET,BOMET CENTRAL,Bananas,Short Rains,18.24272729
KAKAMEGA,BUTERE,Bananas,Short Rains,17.67742194
KAKAMEGA,KAKAMEGA CENTRAL,Bananas,Short Rains,11.85775889
KAKAMEGA,KAKAMEGA EAST,Bananas,Short Rains,14.88365
KAKAMEGA,KAKAMEGA NORTH,Bananas,Short Rains,13.67174959
KAKAMEGA,KAKAMEGA SOUTH,Bananas,Short Rains,21.6776217
KAKAMEGA,KHWISERO,Bananas,Short Rains,16.22149297
KAKAMEGA,LIKUYANI,Bananas,Short Rains,5.28412693
KAKAMEGA,LUGARI,Bananas,Short Rains,13.27958888
KAKAMEGA,MATETE,Bananas,Short Rains,14.6315256
KAKAMEGA,MATUNGU,Bananas,Short Rains,1.4846948
KAKAMEGA,MUMIAS EAST,Bananas,Short Rains,11.61933532
KAKAMEGA,MUMIAS WEST,Bananas,Short Rains,15.6331313
KAKAMEGA,NAVAKHOLO,Bananas,Short Rains,22.6114163
VIHIGA,EMUHAYA,Bananas,Short Rains,2.77617938
VIHIGA,VIHIGA,Bananas,Short Rains,2.86626196
VIHIGA,SABATIA,Bananas,Short Rains,2.6479
VIHIGA,LUANDA,Bananas,Short Rains,13.7961131
VIHIGA,HAMISI,Bananas,Short Rains,2.5948848
BUNGOMA,BUMULA,Bananas,Short Rains,13.89718135
BUNGOMA,BUNGOMA CENTRAL,Bananas,Short Rains,9.7285531
BUNGOMA,BUNGOMA EAST,Bananas,Short Rains,9.379538128
BUNGOMA,BUNGOMA NORTH,Bananas,Short Rains,11.54976481
BUNGOMA,BUNGOMASOUTH,Bananas,Short Rains,9.73897511
BUNGOMA,CHEPTAIS,Bananas,Short Rains,3.4264159
BUNGOMA,KIMILILI,Bananas,Short Rains,7.276868482
BUNGOMA,MT  ELGON,Bananas,Short Rains,5.19674469
BUNGOMA,BUNGOMA WEST,Bananas,Short Rains,14.1468929
BUNGOMA,TONGAREN,Bananas,Short Rains,11.1378358
BUNGOMA,WEBUYE WEST,Bananas,Short Rains,11.5871639
BUSIA,BUNYALA,Bananas,Short Rains,0.63139763
BUSIA,BUSIA,Bananas,Long Rains,5.973868898
BUSIA,BUTULA,Bananas,Long Rains,1.88496343
BUSIA,NAMBALE,Bananas,Long Rains,12.74342677
BUSIA,SAMIA,Bananas,Long Rains,4.691241641
BUSIA,TESO NORTH,Bananas,Long Rains,12.47792438
BUSIA,TESO SOUTH,Bananas,Short Rains,11.45344856
SIAYA,SIAYA,Bananas,Short Rains,0.21158574
SIAYA,GEM,Bananas,Long Rains,0.45313784
SIAYA,UGENYA,Bananas,Short Rains,0.497417342
SIAYA,UGUNJA,Bananas,Short Rains,0.45839
SIAYA,BONDO,Bananas,Long Rains,0.147665877
SIAYA,RARIEDA,Bananas,Short Rains,0.68443634
KISUMU,KISUMU EAST,Bananas,Short Rains,0.173531
KISUMU,KISUMU CENTRAL,Bananas,Short Rains,0.1933622
KISUMU,KISUMU WEST,Bananas,Short Rains,0.184543652
KISUMU,SEME,Bananas,Short Rains,0.33534
KISUMU,MUHORONI,Bananas,Short Rains,0.18628464
KISUMU,NYANDO,Bananas,Short Rains,0.39728
KISUMU,NYAKACH,Bananas,Long Rains,0.153121283
HOMA.BAY,HOMA BAY,Bananas,Long Rains,0.165845478
HOMA.BAY,NDHIWA,Bananas,Long Rains,0.53248926
HOMA.BAY,RACHUONYO NORTH,Bananas,Short Rains,0.95464837
HOMA.BAY,RACHUONYO EAST,Bananas,Short Rains,0.567921158
HOMA.BAY,RACHUONYO SOUTH,Bananas,Short Rains,0.362473259
HOMA.BAY,RANGWE,Bananas,Short Rains,0.269256945
HOMA.BAY,SUBA NORTH,Bananas,Long Rains,0.8423785
HOMA.BAY,SUBA SOUTH,Bananas,Long Rains,0.323876166
MIGORI,AWENDO,Bananas,Short Rains,0.34765682
MIGORI,KURIA EAST,Bananas,Long Rains,1.538178337
MIGORI,KURIA WEST,Bananas,Short Rains,1.43274154
MIGORI,NYATIKE,Bananas,Long Rains,0.9413581
MIGORI,RONGO,Bananas,Long Rains,0.69891212
MIGORI,SUNA EAST,Bananas,Long Rains,0.585799594
MIGORI,SUNA WEST,Bananas,Long Rains,0.443734634
MIGORI,URIRI,Bananas,Long Rains,0.598245
KISII,ETAGO,Bananas,Long Rains,0.87384674
KISII,GUCHA,Bananas,Short Rains,0.831742828
KISII,GUCHASOUTH,Bananas,Long Rains,0.618361259
KISII,KENYENYA,Bananas,Long Rains,1.49577991
KISII,KISII CENTRAL,Bananas,Long Rains,0.888912556
KISII,KISII SOUTH,Bananas,Short Rains,0.36122346
KISII,KITUTU CENTRAL,Bananas,Long Rains,0.56576745
KISII,MARANI,Bananas,Short Rains,1.2251321
KISII,MASABA SOUTH,Bananas,Long Rains,1.642183
KISII,NYAMACHE,Bananas,Long Rains,0.68426552
KISII,SAMETA,Bananas,Short Rains,0.848377718
NYAMIRA,BORABU,Bananas,Long Rains,3.67948635
NYAMIRA,MANGA,Bananas,Short Rains,1.1611191
NYAMIRA,MASABANORTH,Bananas,Short Rains,1.73843471
NYAMIRA,NYAMIRA NORTH,Bananas,Short Rains,1.83215916
NYAMIRA,NYAMIRA SOUTH,Bananas,Short Rains,1.54883714
LAMU,TAITA TAVETA,Cabbages,Short Rains,0.12869881
LAMU,MWATATE,Cabbages,Short Rains,0.2439839
LAMU,TAITA,Cabbages,Short Rains,0.41884755
LAMU,TAVETA,Cabbages,Short Rains,0.47115249
LAMU,VOI,Cabbages,Short Rains,0.247541
MANDERA,MANDERA WEST,Cabbages,Short Rains,0.16621999
MANDERA,BANISA,Cabbages,Short Rains,0.3631562
MANDERA,KOTULO,Cabbages,Long Rains,0.49295172
MANDERA,LAFEY,Cabbages,Long Rains,0.39193161
MANDERA,MANDERA CENTRAL,Cabbages,Long Rains,0.46989844
MANDERA,MANDERA EAST,Cabbages,Long Rains,0.41929899
MANDERA,MANDERA NORTH,Cabbages,Short Rains,0.292169748
SOLOLO,ISIOLO,Cabbages,Short Rains,0.4286288
SOLOLO,GARBATULLA,Cabbages,Short Rains,0.45997397
SOLOLO,ISIOLO,Cabbages,Short Rains,0.43955377
SOLOLO,MERTI,Cabbages,Short Rains,0.49977322
MERU,BUURI EAST,Cabbages,Short Rains,0.197155621
MERU,BUURI WEST,Cabbages,Short Rains,0.17347169
MERU,IGEMBE CENTRAL,Cabbages,Short Rains,0.1292479
MERU,IGEMBE NORTH,Cabbages,Short Rains,0.36291891
MERU,IGEMBE SOUTH,Cabbages,Long Rains,0.7654172
MERU,IMENTI NORTH,Cabbages,Long Rains,0.22767463
MERU,IMENTI SOUTH,Cabbages,Short Rains,0.1268486
MERU,MERU CENTRAL,Cabbages,Long Rains,0.79823156
MERU,TIGANIA CENTRAL,Cabbages,Short Rains,0.1125751
MERU,TIGANIA EAST,Cabbages,Long Rains,0.257745166
MERU,TIGANIA WEST,Cabbages,Long Rains,0.2644553
MERU,MT  KENYA FOREST,Cabbages,Long Rains,0.33831428
THARAKA..NITHI,IGAMBANGOMBE,Cabbages,Long Rains,0.13454155
THARAKA..NITHI,MAARA,Cabbages,Long Rains,0.225537355
THARAKA..NITHI,MERU SOUTH,Cabbages,Short Rains,0.264864323
THARAKA..NITHI,THARAKA NORTH,Cabbages,Long Rains,0.16357714
THARAKA..NITHI,THARAKA SOUTH,Cabbages,Short Rains,0.78413262
THARAKA..NITHI,MT  KENYA FOREST,Cabbages,Long Rains,0.416666667
EMBU,EMBU EAST,Cabbages,Long Rains,0.386929425
